idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure
3381,39,Black,Single,Has been married,16,College grad,Not south,SMSA,Central city,Professional services,Professional/Technical,Nonunion,11.50563,35,13.788462,1.25
3382,35,Black,Married,Has been married,12,Not college grad,South,SMSA,Central city,Professional services,Sales,Union,4.2270532,40,10.429488,.33333334
3386,39,Black,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,7.801928,40,13.961538,11.25
3387,37,Black,Single,Never married,12,Not college grad,Not south,SMSA,Central city,Public administration,Sales,Nonunion,8.5829277,35,17.897436,6
3389,44,Black,Married,Has been married,12,Not college grad,South,SMSA,Central city,Manufacturing,Operatives,Union,4.0257649,40,15.019231,0
3391,39,Black,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Professional services,Sales,Nonunion,4.2834139,55,16.01923,11.75
3392,38,Black,Single,Has been married,14,Not college grad,South,SMSA,Central city,Personal services,Sales,Nonunion,5.0322061,40,15.653846,0
3393,35,Black,Married,Has been married,16,College grad,South,SMSA,Not central city,Public administration,Sales,Nonunion,10.837358,40,6.916667,0
3394,36,Black,Single,Has been married,16,College grad,South,SMSA,Not central city,Professional services,Professional/Technical,Nonunion,11.610305,40,16.878204,8.416667
3399,34,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Manufacturing,Operatives,,3.0518394,40,10.788462,1.75
3400,36,White,Married,Has been married,14,Not college grad,South,SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,3.8727839,40,12.820513,4.6666665
3402,41,Black,Single,Has been married,9,Not college grad,South,SMSA,Not central city,Manufacturing,Operatives,Nonunion,5.0966172,40,16.173077,9.916667
3403,37,Black,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Manufacturing,Operatives,Nonunion,6.4412241,40,16.134615,3.9166667
3406,42,White,Married,Has been married,11,Not college grad,South,SMSA,Not central city,Professional services,Sales,Nonunion,6.4492707,40,20.333334,20.333334
3407,38,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Professional services,Craftsmen,Nonunion,4.1223826,46,7.4807692,3.1666667
3408,41,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Professional services,Sales,Nonunion,4.8792253,32,5.2884617,1.75
3410,41,White,Single,Has been married,15,Not college grad,South,Not SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,6.7874336,40,17.134615,9.166667
3411,35,White,Single,Has been married,13,Not college grad,South,SMSA,Central city,Public administration,Sales,Union,9.057972,40,3.5448718,1.5833334
3412,43,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Sales,,2.6167471,40,9.1153851,6.25
3413,42,White,Single,Has been married,12,Not college grad,South,SMSA,Not central city,Professional services,Sales,Nonunion,5.8293061,40,9.1346149,7.6666665
3414,38,White,Married,Has been married,18,College grad,South,SMSA,Central city,Professional services,Sales,,8.7095852,12,8.3269234,1.5833334
3416,40,Black,Single,Has been married,13,Not college grad,South,SMSA,Central city,Transport/Comm/Utility,Service,Union,7.0450883,40,10.333333,6.9166665
3418,35,Black,Married,Has been married,16,College grad,South,SMSA,Central city,Professional services,Other,Union,7.7455678,40,10.801282,3.0833333
3419,37,Black,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Professional services,Laborers,Union,4.8387074,35,10.846154,.41666666
3423,42,Black,Single,Has been married,10,Not college grad,South,SMSA,Central city,Personal services,Transport,Nonunion,2.4154589,20,4.7179484,.33333334
3424,38,Black,Married,Has been married,12,Not college grad,South,SMSA,Central city,Wholesale/Retail trade,Craftsmen,,4.1806021,40,15.134616,.75
3429,39,Black,Married,Has been married,12,Not college grad,South,SMSA,Central city,Personal services,Laborers,Nonunion,3.486311,15,8.8846149,.5
3431,41,Black,Single,Has been married,11,Not college grad,South,SMSA,Central city,Wholesale/Retail trade,Sales,Nonunion,4.4524951,17,3.5128205,1.9166666
3434,37,Black,Married,Has been married,9,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Clerical/Unskilled,Nonunion,4.4122381,40,15.038462,8.583333
3435,41,Black,Single,Has been married,8,Not college grad,Not south,SMSA,Central city,Manufacturing,Operatives,Union,10.708532,40,16.166666,16.166666
3439,35,Black,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Sales,Nonunion,4.9919462,40,16.02564,15.916667
3441,39,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Professional services,Laborers,Nonunion,5.6360707,40,18.070515,18
3442,37,Black,Single,Has been married,13,Not college grad,Not south,SMSA,Central city,Professional services,Laborers,Nonunion,6.3526568,40,18.384615,18.333334
3443,43,Black,Single,Never married,14,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,3.6231885,40,20.384615,1.3333334
3445,39,White,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Finance/Ins/Real estate,Managers/Admin,Union,7.3429914,40,18.948717,3.25
3448,37,Black,Married,Has been married,16,College grad,South,Not SMSA,Not central city,Professional services,Other,Nonunion,7.7455678,40,14.596154,11.416667
3449,35,Black,Married,Has been married,11,Not college grad,Not south,SMSA,Central city,Finance/Ins/Real estate,Managers/Admin,Union,10.185181,38,13.980769,13.166667
3450,42,White,Single,Never married,16,College grad,South,SMSA,Central city,Public administration,Professional/Technical,Nonunion,2.0933967,40,3.8461537,.91666669
3455,37,Black,Single,Never married,11,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,6.8438005,44,11.98718,7.4166665
3456,39,Black,Married,Has been married,15,Not college grad,Not south,SMSA,Central city,Professional services,Sales,Union,6.8143759,17,6.1794872,6.1666665
3457,43,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,3.3494363,40,7.6666665,3.9166667
3462,34,Black,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,,4.3896322,40,14.262821,13.333333
3463,36,Black,Married,Has been married,14,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,5.0805135,40,11.179487,6
3464,43,White,Married,Has been married,16,College grad,South,Not SMSA,Not central city,Professional services,Professional/Technical,Nonunion,3.9371977,24,20.782051,20.75
3466,38,Black,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,4.3075671,40,12.064102,4.75
3468,45,Black,Single,Has been married,9,Not college grad,Not south,SMSA,Central city,Wholesale/Retail trade,Clerical/Unskilled,Nonunion,3.8083735,32,5.2820511,3.75
3477,40,Black,Single,Has been married,12,Not college grad,South,SMSA,Not central city,Business/Repair svc,Sales,Nonunion,5.0322061,40,19.076921,2
3479,44,Black,Single,Has been married,12,Not college grad,South,SMSA,Central city,Manufacturing,Clerical/Unskilled,Nonunion,4.0257649,40,17.98077,.083333336
3483,43,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Personal services,Transport,Nonunion,3.0193238,25,9,.5
3484,43,White,Married,Has been married,14,Not college grad,South,SMSA,Central city,Wholesale/Retail trade,Laborers,Nonunion,8.623189,42,4.6089745,4.4166665
3487,42,White,Single,Never married,18,College grad,Not south,Not SMSA,Not central city,Professional services,Other,Nonunion,4.2028966,70,18.916666,1.4166666
3490,35,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Business/Repair svc,Laborers,Nonunion,8.0515299,30,9.5256414,5.4166665
3491,36,White,Married,Has been married,13,Not college grad,South,SMSA,Not central city,Professional services,Managers/Admin,,7.0346656,40,13.679487,10.916667
3492,43,White,Single,Has been married,9,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,5.6360707,40,13,3.8333333
3493,35,White,Married,Has been married,16,College grad,South,Not SMSA,Not central city,Professional services,Other,Union,8.5668278,45,13.519231,12.833333
3494,42,White,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Managers/Admin,Nonunion,25.161034,40,19.01923,8.416667
3497,43,White,Married,Has been married,11,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Laborers,,2.801002,24,3.1602564,.91666669
3501,36,White,Married,Has been married,6,Not college grad,South,SMSA,Central city,Manufacturing,Operatives,Nonunion,5.0644102,40,20.192308,2.6666667
3502,34,White,Married,Has been married,10,Not college grad,South,SMSA,Central city,Wholesale/Retail trade,Sales,Union,7.0450883,40,11.955128,8.583333
3505,43,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Professional services,Laborers,,3.3444817,30,6.7564106,1.4166666
3506,38,White,Married,Has been married,11,Not college grad,South,SMSA,Central city,Wholesale/Retail trade,Sales,Nonunion,2.3268917,40,4.5897436,1
3507,42,White,Single,Has been married,18,College grad,South,Not SMSA,Not central city,Public administration,Professional/Technical,,40.198082,40,15.230769,3.3333333
3511,36,White,Married,Has been married,10,Not college grad,South,SMSA,Not central city,Construction,Service,Nonunion,7.2463775,30,3.8846154,1.1666666
3512,38,White,Single,Never married,14,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,6.3607068,38,13.371796,3.4166667
3515,44,Black,Single,Has been married,17,College grad,Not south,SMSA,Central city,Professional services,Other,Union,15.338156,40,14.5,9.333333
3516,39,Black,Single,Has been married,14,Not college grad,South,SMSA,Central city,Manufacturing,Craftsmen,Nonunion,13.083735,40,18.448717,18.416666
3526,41,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,6.1111083,38,12.942307,8.416667
3529,39,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Craftsmen,Nonunion,4.0257649,40,6.0705128,2.0833333
3530,39,White,Single,Has been married,18,College grad,Not south,SMSA,Central city,Public administration,Professional/Technical,,3.8619854,50,12,.83333331
3532,35,White,Single,Never married,16,College grad,South,SMSA,Central city,Professional services,Professional/Technical,Nonunion,12.38325,40,13.153847,7.25
3534,37,White,Married,Has been married,16,College grad,Not south,Not SMSA,Not central city,Public administration,Professional/Technical,Nonunion,8.6795483,12,12.057693,2.9166667
3536,44,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Professional services,Laborers,Union,3.9049909,35,10.839744,.66666669
3538,35,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Business/Repair svc,Professional/Technical,Nonunion,12.777775,40,14.878204,9.166667
3540,36,White,Married,Has been married,11,Not college grad,South,SMSA,Not central city,Manufacturing,Clerical/Unskilled,,3.0991251,60,5.1730771,1.25
3542,35,White,Married,Has been married,11,Not college grad,Not south,Not SMSA,Not central city,Professional services,Laborers,Nonunion,5.225441,40,21.692307,1.9166666
3546,39,White,Married,Has been married,18,College grad,South,SMSA,Not central city,Professional services,Professional/Technical,Nonunion,10.442829,43,16.711538,3.1666667
3549,43,White,Married,Has been married,18,College grad,Not south,Not SMSA,Not central city,Professional services,Other,Union,9.1867914,40,19.916666,19.916666
3551,38,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,7.7455678,10,12.589744,0
3552,38,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,Nonunion,15.297906,24,15.320513,13.833333
3553,36,White,Married,Has been married,16,College grad,South,SMSA,Not central city,Professional services,Sales,Nonunion,7.1658564,35,16.442308,15.166667
3555,41,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,5.5716572,50,13.615385,2.8333333
3558,40,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Laborers,Nonunion,9.6618366,25,14.096154,3.0833333
3563,41,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Manufacturing,Operatives,Union,10.466988,40,11.230769,3
3566,41,Other,Married,Has been married,17,College grad,Not south,SMSA,Central city,Business/Repair svc,Sales,Nonunion,10.064413,20,12.282051,.83333331
3569,41,White,Married,Has been married,17,College grad,Not south,SMSA,Not central city,Professional services,Sales,Nonunion,7.9629631,35,7.5384617,1
3570,38,White,Married,Has been married,14,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Clerical/Unskilled,Nonunion,18.590981,50,11.596154,1.4166666
3571,42,White,Single,Never married,15,Not college grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,Nonunion,4.64573,80,18.839745,1.6666666
3573,38,White,Single,Has been married,8,Not college grad,Not south,Not SMSA,Not central city,Construction,Managers/Admin,Union,9.6537819,40,12.243589,5
3584,42,White,Married,Has been married,14,Not college grad,Not south,SMSA,Central city,Transport/Comm/Utility,Sales,Union,8.8566837,45,12.865384,9
3589,37,Black,Single,Never married,14,College grad,South,SMSA,Central city,Professional services,Sales,Nonunion,3.7198057,60,8.3205128,.083333336
3590,44,White,Single,Has been married,13,Not college grad,South,SMSA,Central city,Manufacturing,Sales,Nonunion,6.0386477,40,11.923077,3.3333333
3593,44,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,6.9645681,40,16.576923,1.4166666
3595,35,Black,Single,Has been married,14,Not college grad,Not south,SMSA,Not central city,Transport/Comm/Utility,Sales,Union,10.917872,46,7.25,2.6666667
3602,39,Black,Single,Has been married,12,Not college grad,South,SMSA,Central city,Professional services,Sales,Union,7.4396124,40,13.788462,5.25
3603,38,Black,Single,Never married,16,College grad,Not south,SMSA,Central city,Professional services,Sales,Union,9.0901718,40,17.634615,2.25
